user_id,pr_id,total_scores
U246,P13,3.0
U246,P136,0.5
U246,P141,3.5
U246,P170,3.0
U246,P173,8.0
U246,P176,3.0
U246,P198,0.5
U246,P236,0.5
U246,P241,60.0
U246,P278,30.0
U246,P28,35.0
U246,P286,60.0
U246,P303,3.0
U246,P315,30.0
U246,P321,3.0
U246,P345,30.0
U246,P349,0.5
U246,P362,3.0
U246,P387,3.0
U246,P4,0.5
U246,P441,3.0
U246,P470,0.5
U246,P540,3.0
U246,P61,3.0
U246,P621,0.5
U246,P627,30.0
U246,P648,0.5
U246,P68,5.0
U246,P78,30.0
U246,P81,30.0
U246,P98,3.0
U247,P103,30.0
U247,P122,3.0
U247,P140,0.5
U247,P141,0.5
U247,P144,5.0
U247,P167,3.0
U247,P2,0.5
U247,P217,30.5
U247,P241,30.0
U247,P247,5.0
U247,P259,6.0
U247,P297,5.0
U247,P34,3.5
U247,P353,30.0
U247,P354,3.0
U247,P369,3.0
U247,P387,0.5
U247,P39,3.0
U247,P415,3.0
U247,P42,6.5
U247,P422,0.5
U247,P443,3.0
U247,P471,3.0
U247,P479,0.5
U247,P536,3.0
U247,P540,0.5
U247,P567,5.0
U247,P621,5.0
U247,P66,0.5
U247,P79,5.0
U248,P102,8.0
U248,P122,0.5
U248,P124,0.5
U248,P13,6.0
U248,P145,0.5
U248,P149,0.5
U248,P161,0.5
U248,P174,3.0
U248,P183,3.0
U248,P207,30.0
U248,P240,30.0
U248,P247,0.5
U248,P261,0.5
U248,P281,3.0
U248,P286,30.0
U248,P293,3.0
U248,P321,5.0
U248,P339,0.5
U248,P379,30.0
U248,P592,0.5
U248,P605,30.0
U248,P615,3.0
U248,P620,3.0
U248,P645,30.0
U248,P9,30.5
U249,P155,0.5
U249,P166,30.0
U249,P17,3.0
U249,P176,0.5
U249,P18,0.5
U249,P185,30.0
U249,P190,30.0
U249,P203,5.0
U249,P217,3.0
U249,P241,3.0
U249,P243,30.0
U249,P255,3.0
U249,P259,3.0
U249,P278,3.0
U249,P28,0.5
U249,P303,30.0
U249,P305,3.0
U249,P33,3.0
U249,P343,30.0
U249,P353,3.0
U249,P354,8.0
U249,P378,5.0
U249,P387,8.0
U249,P432,5.5
U249,P446,5.0
U249,P455,30.0
U249,P482,3.0
U249,P49,30.0
U249,P52,3.0
U249,P540,0.5
U249,P575,6.0
U249,P576,30.0
U249,P588,3.0
U249,P593,3.0
U249,P61,0.5
U249,P613,0.5
U249,P615,3.0
U249,P623,3.0
U249,P638,3.0
U249,P648,3.0
U249,P79,5.0
U249,P95,1.0
U249,P98,0.5
U250,P1,0.5
U250,P150,3.0
U250,P172,0.5
U250,P176,60.0
U250,P190,3.0
U250,P232,5.0
U250,P240,3.0
U250,P255,30.0
U250,P297,11.5
U250,P339,3.0
U250,P34,0.5
U250,P353,0.5
U250,P42,8.0
U250,P422,0.5
U250,P451,5.0
U250,P479,5.0
U250,P503,3.0
U250,P540,30.0
U250,P574,5.0
U250,P621,0.5
U250,P623,0.5
U250,P627,3.0
U250,P648,3.0
U251,P1,3.0
U251,P136,0.5
U251,P155,5.0
U251,P17,5.0
U251,P173,3.0
U251,P180,3.0
U251,P185,30.0
U251,P198,33.0
U251,P2,30.0
U251,P217,6.0
U251,P238,3.0
U251,P240,0.5
U251,P244,5.0
U251,P259,0.5
U251,P263,30.0
U251,P271,5.0
U251,P278,0.5
U251,P294,0.5
U251,P298,5.0
U251,P303,3.5
U251,P312,5.0
U251,P318,3.0
U251,P338,3.0
U251,P353,0.5
U251,P354,3.0
U251,P372,0.5
U251,P379,3.0
U251,P396,30.5
U251,P415,0.5
U251,P42,5.0
U251,P434,0.5
U251,P439,3.0
U251,P443,3.0
U251,P49,0.5
U251,P497,0.5
U251,P511,1.0
U251,P52,30.5
U251,P560,0.5
U251,P575,30.0
U251,P61,0.5
U251,P615,30.0
U251,P623,3.0
U251,P627,3.5
U251,P66,0.5
U251,P68,5.0
U251,P81,30.5
U253,P107,30.5
U253,P13,30.0
U253,P140,3.0
U253,P162,3.0
U253,P173,5.0
U253,P174,3.0
U253,P176,8.0
U253,P182,5.0
U253,P185,0.5
U253,P190,8.0
U253,P217,30.5
U253,P243,1.0
U253,P259,8.0
U253,P263,5.0
U253,P28,34.0
U253,P282,5.0
U253,P297,0.5
U253,P303,3.0
U253,P322,0.5
U253,P34,3.0
U253,P353,5.0
U253,P362,0.5
U253,P372,0.5
U253,P398,0.5
U253,P412,5.0
U253,P42,5.0
U253,P432,30.5
U253,P437,3.0
U253,P443,30.0
U253,P511,3.0
U253,P52,10.0
U253,P531,3.0
U253,P550,30.0
U253,P621,5.0
U253,P648,3.0
U253,P68,3.0
U253,P81,3.0
U253,P94,30.0
U254,P127,3.0
U254,P149,30.0
U254,P170,3.5
U254,P176,30.0
U254,P2,5.0
U254,P297,0.5
U254,P339,3.0
U254,P344,0.5
U254,P387,35.0
U254,P396,30.0
U254,P41,0.5
U254,P42,3.0
U254,P443,3.0
U254,P451,3.0
U254,P463,30.0
U254,P503,3.0
U254,P572,3.5
U254,P575,3.0
U254,P576,5.0
U254,P61,5.0
U254,P621,0.5
U254,P627,5.0
U254,P78,30.0
U255,P10,5.0
U255,P102,5.0
U255,P104,0.5
U255,P149,5.0
U255,P170,5.0
U255,P176,30.0
U255,P185,3.0
U255,P195,30.0
U255,P198,5.0
U255,P206,0.5
U255,P217,6.0
U255,P232,30.0
U255,P240,5.0
U255,P241,5.0
U255,P255,0.5
U255,P271,3.0
U255,P278,5.0
U255,P297,5.0
U255,P303,30.0
U255,P312,30.0
U255,P322,0.5
U255,P362,30.0
U255,P387,0.5
U255,P415,0.5
U255,P443,3.0
U255,P471,10.0
U255,P479,0.5
U255,P487,0.5
U255,P511,9.0
U255,P52,0.5
U255,P540,30.0
U255,P550,1.0
U255,P615,5.0
U255,P623,3.0
U255,P627,0.5
U255,P648,30.0
U255,P68,5.0
U255,P85,0.5
U255,P98,30.5
U256,P111,3.0
U256,P136,6.0
U256,P141,0.5
U256,P156,5.0
U256,P17,30.0
U256,P173,3.0
U256,P238,3.0
U256,P249,3.0
U256,P271,0.5
U256,P353,0.5
U256,P378,1.0
U256,P387,1.0
U256,P42,30.0
U256,P430,30.0
U256,P432,5.0
U256,P479,3.0
U256,P49,30.0
U256,P503,0.5
U256,P52,38.0
U256,P530,0.5
U256,P540,5.5
U256,P550,3.0
U256,P575,3.0
U256,P61,0.5
U256,P621,3.0
U256,P627,3.0
U256,P648,0.5
U256,P68,3.0
U256,P69,3.0
U256,P77,3.0
U257,P103,3.0
U257,P109,3.0
U257,P130,0.5
U257,P149,30.0
U257,P166,8.0
U257,P17,3.0
U257,P176,3.0
U257,P198,0.5
U257,P232,0.5
U257,P243,8.0
U257,P254,0.5
U257,P278,3.0
U257,P286,30.0
U257,P297,40.5
U257,P298,3.0
U257,P321,3.0
U257,P33,3.0
U257,P341,30.0
U257,P352,3.0
U257,P353,3.5
U257,P372,0.5
U257,P378,3.0
U257,P379,30.0
U257,P422,0.5
U257,P437,3.0
U257,P455,0.5
U257,P50,0.5
U257,P53,5.0
U257,P575,0.5
U257,P583,0.5
U257,P597,3.0
U257,P606,0.5
U257,P61,0.5
U257,P610,3.0
U257,P637,0.5
U257,P645,0.5
U257,P648,35.0
U257,P76,0.5
U257,P81,0.5
U257,P98,0.5
U259,P103,0.5
U259,P141,1.5
U259,P167,0.5
U259,P173,3.0
U259,P18,0.5
U259,P2,5.0
U259,P213,3.0
U259,P217,5.0
U259,P243,3.0
U259,P244,30.0
U259,P259,5.0
U259,P298,3.0
U259,P303,5.0
U259,P318,5.0
U259,P333,0.5
U259,P34,30.0
U259,P353,5.0
U259,P354,3.0
U259,P363,3.0
U259,P372,30.0
U259,P387,3.0
U259,P396,30.5
U259,P411,0.5
U259,P415,5.0
U259,P417,3.5
U259,P432,3.0
U259,P443,35.0
U259,P479,0.5
U259,P49,0.5
U259,P52,3.0
U259,P575,8.0
U259,P609,0.5
U259,P621,5.0
U259,P634,0.5
U259,P78,30.0
U259,P98,30.5
U26,P107,30.0
U26,P140,30.0
U26,P141,30.0
U26,P170,5.0
U26,P180,3.0
U26,P197,30.0
U26,P2,5.0
U26,P238,0.5
U26,P247,3.0
U26,P259,5.0
U26,P278,5.0
U26,P318,30.0
U26,P362,0.5
U26,P372,3.5
U26,P373,3.0
U26,P422,5.0
U26,P464,5.0
U26,P471,30.0
U26,P507,30.0
U26,P511,5.0
U26,P518,0.5
U26,P52,30.0
U26,P545,0.5
U26,P548,3.0
U26,P567,30.0
U26,P575,30.0
U26,P583,0.5
U26,P6,30.0
U26,P62,5.0
U26,P79,0.5
U261,P103,60.5
U261,P104,0.5
U261,P136,3.0
U261,P15,3.0
U261,P162,3.0
U261,P17,0.5
U261,P170,0.5
U261,P173,3.0
U261,P174,0.5
U261,P210,5.0
U261,P241,3.0
U261,P243,0.5
U261,P244,33.0
U261,P298,5.0
U261,P302,30.0
U261,P303,3.0
U261,P321,5.0
U261,P341,5.0
U261,P362,3.0
U261,P387,3.0
U261,P432,35.0
U261,P443,0.5
U261,P474,3.0
U261,P55,5.0
U261,P567,6.0
U261,P58,5.0
U261,P581,3.0
U261,P6,0.5
U261,P61,0.5
U261,P68,30.0
U261,P81,0.5
U261,P98,30.0
U263,P122,8.5
U263,P124,3.0
U263,P135,5.0
U263,P138,6.0
U263,P140,3.0
U263,P149,3.5
U263,P166,63.0
U263,P174,3.0
U263,P206,3.5
U263,P207,30.0
U263,P214,0.5
U263,P240,19.0
U263,P247,5.0
U263,P255,5.5
U263,P261,63.0
U263,P284,0.5
U263,P286,0.5
U263,P311,0.5
U263,P336,5.0
U263,P379,3.0
U263,P391,3.0
U263,P41,0.5
U263,P415,3.0
U263,P427,3.0
U263,P451,0.5
U263,P503,8.5
U263,P52,3.0
U263,P521,5.0
U263,P530,1.0
U263,P533,5.0
U263,P540,30.0
U263,P576,3.0
U263,P623,10.0
U263,P645,3.0
U263,P92,40.0
U264,P107,30.0
U264,P122,3.0
U264,P149,0.5
U264,P185,5.0
U264,P195,30.0
U264,P217,5.0
U264,P261,30.0
U264,P278,0.5
U264,P291,0.5
U264,P315,30.0
U264,P321,3.5
U264,P34,3.0
U264,P378,30.5
U264,P387,5.0
U264,P43,0.5
U264,P479,10.0
U264,P511,5.0
U264,P554,30.0
U264,P575,30.0
U264,P583,5.0
U264,P597,3.0
U264,P61,3.0
U264,P641,3.0
U264,P68,3.0
U268,P1,0.5
U268,P101,30.0
U268,P124,3.0
U268,P140,0.5
U268,P166,38.0
U268,P176,8.0
U268,P207,36.5
U268,P208,5.0
U268,P214,3.0
U268,P232,1.5
U268,P240,30.0
U268,P261,0.5
U268,P282,30.0
U268,P299,0.5
U268,P300,0.5
U268,P321,5.0
U268,P34,3.0
U268,P376,0.5
U268,P379,41.5
U268,P391,3.0
U268,P415,5.0
U268,P417,1.5
U268,P422,3.0
U268,P451,0.5
U268,P455,0.5
U268,P462,3.0
U268,P485,0.5
U268,P486,0.5
U268,P567,3.5
U268,P57,0.5
U268,P572,8.0
U268,P574,30.0
U268,P581,5.0
U268,P583,0.5
U268,P587,0.5
U268,P620,0.5
U268,P621,8.0
U268,P631,0.5
U268,P645,30.5
U268,P69,3.0
U268,P74,0.5
U268,P9,5.0
U268,P92,3.5
U27,P141,5.0
U27,P170,3.5
U27,P176,6.0
U27,P180,33.0
U27,P185,30.0
U27,P190,5.0
U27,P207,0.5
U27,P208,3.0
U27,P25,5.0
U27,P297,3.0
U27,P343,3.0
U27,P353,30.0
U27,P417,3.0
U27,P479,3.0
U27,P52,5.0
U27,P595,30.0
U27,P612,0.5
U27,P621,3.5
U27,P64,0.5
U27,P69,0.5
U27,P7,5.0
U27,P81,5.0
U27,P92,3.0
U271,P124,0.5
U271,P215,5.0
U271,P266,0.5
U271,P278,33.0
U271,P286,30.0
U271,P34,3.0
U271,P354,0.5
U271,P415,30.0
U271,P511,3.0
U271,P525,0.5
U271,P540,0.5
U271,P550,10.0
U271,P583,5.0
U271,P595,3.0
U271,P628,5.0
U271,P68,3.0
U271,P69,0.5
U271,P79,0.5
U271,P98,3.5
U272,P102,5.0
U272,P114,0.5
U272,P124,6.0
U272,P13,33.5
U272,P149,0.5
U272,P167,33.0
U272,P174,3.0
U272,P182,3.0
U272,P183,3.0
U272,P206,30.0
U272,P220,3.0
U272,P247,0.5
U272,P261,0.5
U272,P266,0.5
U272,P321,0.5
U272,P344,3.0
U272,P351,3.0
U272,P378,3.0
U272,P383,30.0
U272,P41,0.5
U272,P412,0.5
U272,P447,3.0
U272,P506,0.5
U272,P560,3.0
U272,P567,37.0
U272,P572,0.5
U272,P576,6.0
U272,P583,5.0
U272,P623,3.0
U272,P638,5.0
U272,P641,0.5
U272,P649,3.0
U272,P68,30.0
U272,P74,0.5
U272,P96,5.0
U273,P13,10.5
U273,P140,30.0
U273,P161,33.0
U273,P166,3.5
U273,P174,30.0
U273,P193,3.0
U273,P206,3.0
U273,P207,0.5
U273,P208,0.5
U273,P226,3.0
U273,P232,35.0
U273,P240,0.5
U273,P247,3.5
U273,P261,0.5
U273,P286,33.0
U273,P320,3.0
U273,P321,0.5
U273,P369,30.0
U273,P427,30.0
U273,P444,0.5
U273,P450,30.0
U273,P451,1.0
U273,P490,5.0
U273,P503,5.0
U273,P530,5.0
U273,P572,5.0
U273,P576,3.0
U273,P583,0.5
U273,P615,30.5
U273,P623,3.0
U273,P639,5.0
U273,P645,36.0
U273,P9,3.0
U273,P92,30.0
U273,P95,30.0
U274,P107,30.0
U274,P114,3.0
U274,P122,0.5
U274,P124,0.5
U274,P128,3.0
U274,P149,30.0
U274,P160,30.0
U274,P161,30.0
U274,P167,0.5
U274,P17,5.0
U274,P170,3.0
U274,P174,3.0
U274,P180,0.5
U274,P185,35.0
U274,P190,5.0
U274,P198,0.5
U274,P230,30.0
U274,P244,3.0
U274,P247,33.0
U274,P297,5.5
U274,P313,3.0
U274,P34,0.5
U274,P340,3.0
U274,P353,5.0
U274,P364,3.0
U274,P399,0.5
U274,P42,30.0
U274,P422,0.5
U274,P450,0.5
U274,P479,30.0
U274,P486,0.5
U274,P503,5.0
U274,P52,1.0
U274,P540,5.0
U274,P619,30.0
U274,P621,3.0
U274,P648,5.0
U274,P98,0.5
U275,P103,5.0
U275,P17,1.0
U275,P170,3.0
U275,P173,30.0
U275,P2,0.5
U275,P217,30.0
U275,P242,0.5
U275,P243,3.5
U275,P244,5.0
U275,P278,30.0
U275,P303,1.0
U275,P315,3.5
U275,P33,5.0
U275,P345,5.0
U275,P354,0.5
U275,P387,30.0
U275,P432,30.0
U275,P471,3.0
U275,P483,0.5
U275,P496,30.0
U275,P511,36.0
U275,P54,5.0
U275,P560,3.0
U275,P575,5.0
U275,P594,0.5
U275,P61,33.0
U275,P66,5.0
U275,P80,3.0
U275,P83,0.5
U277,P10,30.0
U277,P103,3.0
U277,P176,35.0
U277,P180,30.0
U277,P185,30.0
U277,P234,3.0
U277,P244,30.0
U277,P254,5.0
U277,P259,0.5
U277,P267,0.5
U277,P278,3.0
U277,P28,33.0
U277,P297,10.0
U277,P315,3.0
U277,P34,3.5
U277,P354,30.0
U277,P417,8.0
U277,P42,5.0
U277,P422,5.5
U277,P455,3.0
U277,P470,3.0
U277,P471,30.5
U277,P479,60.0
U277,P488,5.0
U277,P492,5.0
U277,P509,30.0
U277,P517,0.5
U277,P52,35.0
U277,P540,30.0
U277,P550,8.0
U277,P573,3.0
U277,P575,0.5
U277,P61,0.5
U277,P612,5.0
U277,P627,3.0
U277,P634,0.5
U277,P68,35.0
U277,P69,1.0
U277,P81,3.0
U277,P98,3.0
U278,P107,3.0
U278,P127,3.0
U278,P136,3.0
U278,P140,3.0
U278,P161,0.5
U278,P17,30.0
U278,P217,8.0
U278,P243,3.0
U278,P250,0.5
U278,P259,3.0
U278,P303,3.0
U278,P354,3.0
U278,P362,30.0
U278,P371,3.5
U278,P392,3.0
U278,P417,5.0
U278,P461,5.0
U278,P479,5.0
U278,P550,5.0
U278,P565,30.0
U278,P572,3.0
U278,P575,10.0
U278,P68,35.0
U278,P79,30.0
U279,P141,0.5
U279,P149,3.0
U279,P167,5.0
U279,P206,5.0
U279,P217,3.0
U279,P241,30.0
U279,P244,3.0
U279,P278,33.0
U279,P343,30.0
U279,P521,5.0
U279,P530,3.0
U279,P558,3.0
U279,P584,3.0
U279,P61,0.5
U279,P615,0.5
U28,P103,3.0
U28,P107,3.0
U28,P124,5.0
U28,P136,5.0
U28,P180,5.0
U28,P198,30.5
U28,P212,0.5
U28,P22,5.0
U28,P241,3.0
U28,P244,0.5
U28,P255,5.0
U28,P259,3.0
U28,P278,1.0
U28,P295,3.0
U28,P300,5.0
U28,P42,0.5
U28,P479,30.0
U28,P49,5.0
U28,P503,5.0
U28,P511,0.5
U28,P523,0.5
U28,P540,30.0
U28,P55,0.5
U28,P61,0.5
U28,P623,30.0
U28,P627,8.0
U28,P79,30.0
U28,P83,0.5
U280,P122,0.5
U280,P141,10.0
U280,P149,3.0
U280,P167,30.0
U280,P17,30.0
U280,P170,5.0
U280,P176,0.5
U280,P190,30.0
U280,P2,3.0
U280,P208,30.0
U280,P244,0.5
U280,P255,30.0
U280,P278,30.0
U280,P280,5.0
U280,P297,5.0
U280,P344,30.0
U280,P353,5.0
U280,P372,10.0
U280,P417,0.5
U280,P42,0.5
U280,P432,3.0
U280,P52,3.5
U280,P536,0.5
U280,P544,5.0
U280,P575,0.5
U280,P615,0.5
U280,P623,30.0
U280,P68,0.5
U280,P77,0.5
U281,P11,3.0
U281,P130,30.0
U281,P167,5.0
U281,P17,0.5
U281,P18,5.0
U281,P185,30.0
U281,P198,3.0
U281,P2,3.0
U281,P254,3.0
U281,P280,0.5
U281,P294,30.0
U281,P32,5.0
U281,P372,0.5
U281,P387,1.0
U281,P417,3.0
U281,P422,8.5
U281,P432,33.0
U281,P443,3.0
U281,P479,5.0
U281,P545,0.5
U281,P550,5.5
U281,P6,30.0
U281,P627,3.0
U282,P107,3.5
U282,P11,0.5
U282,P141,5.0
U282,P159,3.5
U282,P170,5.0
U282,P173,5.0
U282,P180,3.0
U282,P190,0.5
U282,P244,3.0
U282,P297,3.0
U282,P30,30.0
U282,P315,30.5
U282,P34,6.0
U282,P353,0.5
U282,P372,30.0
U282,P378,0.5
U282,P387,33.0
U282,P400,30.0
U282,P42,0.5
U282,P422,5.0
U282,P430,5.0
U282,P432,3.0
U282,P443,3.0
U282,P45,3.0
U282,P49,3.0
U282,P512,5.0
U282,P52,60.0
U282,P540,8.5
U282,P541,5.0
U282,P550,0.5
U282,P565,30.0
U282,P594,3.0
U282,P61,30.0
U282,P621,33.0
U282,P627,40.5
U282,P648,30.0
U282,P79,35.0
U283,P111,0.5
U283,P170,5.0
U283,P173,30.0
U283,P176,60.0
U283,P190,0.5
U283,P216,5.0
U283,P217,30.0
U283,P244,30.0
U283,P259,3.0
U283,P268,0.5
U283,P278,33.0
U283,P28,38.0
U283,P294,3.0
U283,P295,30.0
U283,P297,3.0
U283,P298,5.0
U283,P309,5.0
U283,P315,30.0
U283,P34,30.0
U283,P353,60.0
U283,P360,30.0
U283,P372,30.0
U283,P373,30.0
U283,P378,0.5
U283,P415,3.0
U283,P417,0.5
U283,P422,3.5
U283,P432,3.0
U283,P443,1.0
U283,P446,0.5
U283,P479,0.5
U283,P482,0.5
U283,P49,0.5
U283,P492,3.0
U283,P511,3.0
U283,P52,3.0
U283,P540,30.0
U283,P548,5.0
U283,P550,5.0
U283,P607,0.5
U283,P612,3.0
U283,P621,5.0
U283,P627,3.0
U283,P630,30.0
U283,P648,13.0
U283,P68,3.0
U283,P69,3.0
U283,P81,0.5
U283,P89,0.5
U283,P98,5.0
U284,P107,5.0
U284,P136,3.0
U284,P17,3.0
U284,P173,5.0
U284,P178,3.0
U284,P190,30.5
U284,P198,5.0
U284,P217,30.0
U284,P241,3.0
U284,P243,3.0
U284,P247,0.5
U284,P259,30.0
U284,P26,3.0
U284,P28,5.0
U284,P34,3.0
U284,P362,5.5
U284,P372,33.0
U284,P41,3.0
U284,P415,33.0
U284,P42,30.0
U284,P422,30.0
U284,P432,5.0
U284,P479,3.0
U284,P52,3.0
U284,P55,35.0
U284,P583,3.0
U284,P621,3.0
U284,P64,0.5
U285,P136,0.5
U285,P155,30.0
U285,P165,30.0
U285,P168,3.0
U285,P170,0.5
U285,P185,3.0
U285,P198,6.5
U285,P2,35.0
U285,P230,30.0
U285,P244,30.0
U285,P250,30.0
U285,P268,3.0
U285,P278,0.5
U285,P303,33.0
U285,P315,30.0
U285,P341,0.5
U285,P344,3.0
U285,P348,0.5
U285,P349,30.0
U285,P354,36.0
U285,P360,0.5
U285,P378,30.0
U285,P381,0.5
U285,P387,5.0
U285,P400,0.5
U285,P432,5.0
U285,P443,3.0
U285,P49,0.5
U285,P548,5.0
U285,P550,0.5
U285,P558,30.0
U285,P57,30.0
U285,P584,3.0
U285,P600,30.0
U285,P61,0.5
U285,P625,5.0
U285,P68,30.5
U285,P81,30.0
U285,P98,3.5
U287,P103,3.0
U287,P124,9.0
U287,P13,30.0
U287,P140,5.0
U287,P141,3.5
U287,P17,30.0
U287,P238,3.0
U287,P247,5.0
U287,P280,0.5
U287,P34,5.0
U287,P372,3.0
U287,P396,0.5
U287,P41,5.0
U287,P417,30.0
U287,P42,10.0
U287,P422,5.5
U287,P487,5.0
U287,P541,3.0
U287,P572,3.0
U287,P576,0.5
U287,P583,30.5
U287,P639,3.0
U287,P648,1.0
U287,P68,5.0
U287,P69,5.0
U287,P76,0.5
U29,P103,9.5
U29,P124,3.0
U29,P13,3.0
U29,P141,5.0
U29,P161,5.0
U29,P162,30.0
U29,P17,0.5
U29,P170,5.0
U29,P173,3.0
U29,P180,3.0
U29,P198,0.5
U29,P242,30.0
U29,P244,35.5
U29,P278,0.5
U29,P315,3.0
U29,P316,3.0
U29,P321,30.0
U29,P362,0.5
U29,P372,0.5
U29,P378,0.5
U29,P387,5.0
U29,P422,5.5
U29,P430,0.5
U29,P447,3.0
U29,P482,3.0
U29,P507,30.0
U29,P511,0.5
U29,P550,3.0
U29,P554,30.0
U29,P575,0.5
U29,P576,3.0
U29,P583,5.0
U29,P599,5.0
U29,P61,6.0
U29,P627,0.5
U29,P632,0.5
U29,P639,30.0
U29,P66,5.0
U29,P79,3.0
U290,P10,3.0
U290,P107,3.0
U290,P141,1.0
U290,P163,30.0
U290,P170,33.0
U290,P173,3.5
U290,P198,0.5
U290,P2,35.5
U290,P212,5.0
U290,P217,38.5
U290,P238,33.0
U290,P241,5.0
U290,P244,3.0
U290,P278,3.0
U290,P294,30.0
U290,P303,0.5
U290,P315,3.0
U290,P362,8.0
U290,P378,30.5
U290,P387,3.5
U290,P425,3.0
U290,P47,0.5
U290,P496,30.0
U290,P511,5.0
U290,P519,0.5
U290,P622,5.0
U290,P68,30.0
U290,P81,0.5
U291,P13,3.0
U291,P140,0.5
U291,P141,8.0
U291,P161,5.0
U291,P167,0.5
U291,P174,5.0
U291,P185,5.0
U291,P190,0.5
U291,P198,30.0
U291,P2,0.5
U291,P204,0.5
U291,P206,0.5
U291,P217,3.0
U291,P220,0.5
U291,P240,0.5
U291,P243,0.5
U291,P244,0.5
U291,P255,0.5
U291,P259,5.0
U291,P362,0.5
U291,P387,30.0
U291,P399,0.5
U291,P412,3.0
U291,P42,30.0
U291,P490,3.0
U291,P511,5.0
U291,P52,30.0
U291,P567,3.0
U291,P575,5.0
U291,P583,0.5
U291,P610,5.0
U291,P621,38.0
U291,P648,3.0
U291,P68,3.0
U291,P69,8.5
U291,P79,3.0
U291,P81,0.5
U293,P136,5.0
U293,P17,6.0
U293,P170,5.0
U293,P176,30.0
U293,P180,3.0
U293,P197,0.5
U293,P206,30.0
U293,P232,0.5
U293,P240,5.0
U293,P242,3.0
U293,P244,0.5
U293,P261,3.0
U293,P28,3.0
U293,P297,8.0
U293,P34,30.0
U293,P353,0.5
U293,P362,3.5
U293,P372,35.0
U293,P396,0.5
U293,P416,0.5
U293,P42,3.0
U293,P479,30.0
U293,P487,30.0
U293,P503,30.0
U293,P52,3.5
U293,P621,0.5
U293,P627,60.5
U295,P103,5.0
U295,P107,0.5
U295,P136,30.0
U295,P140,3.0
U295,P141,0.5
U295,P173,0.5
U295,P185,30.0
U295,P198,5.0
U295,P204,30.0
U295,P238,0.5
U295,P296,3.0
U295,P353,5.5
U295,P387,8.0
U295,P42,5.0
U295,P428,5.0
U295,P432,3.0
U295,P471,0.5
U295,P567,3.0
U295,P575,0.5
U295,P58,3.0
U295,P6,0.5
U295,P61,5.5
U295,P621,5.0
U295,P639,35.0
U295,P643,3.0
U295,P68,0.5
U296,P11,5.0
U296,P136,10.0
U296,P141,3.5
U296,P167,0.5
U296,P170,30.0
U296,P176,5.0
U296,P18,30.0
U296,P180,3.5
U296,P185,5.0
U296,P190,5.0
U296,P203,5.0
U296,P238,5.0
U296,P244,6.0
U296,P344,3.0
U296,P378,30.5
U296,P627,30.0
U296,P648,3.0
U296,P69,0.5
U297,P136,3.5
U297,P185,3.0
U297,P190,0.5
U297,P196,5.0
U297,P198,5.0
U297,P209,3.0
U297,P422,30.0
U297,P47,3.0
U297,P488,30.0
U297,P541,0.5
U298,P107,5.0
U298,P140,3.0
U298,P161,30.0
U298,P170,3.0
U298,P176,0.5
U298,P197,0.5
U298,P198,0.5
U298,P217,30.0
U298,P228,0.5
U298,P234,30.0
U298,P241,30.0
U298,P243,5.0
U298,P259,3.0
U298,P278,1.0
U298,P297,3.5
U298,P303,5.0
U298,P309,3.0
U298,P312,33.0
U298,P34,8.0
U298,P354,33.0
U298,P387,8.5
U298,P422,5.0
U298,P446,5.0
U298,P469,3.0
U298,P471,3.0
U298,P479,3.0
U298,P53,5.0
U298,P550,30.5
U298,P567,0.5
U298,P572,30.0
U298,P575,35.0
U298,P600,3.0
U298,P606,30.0
U298,P61,60.0
U298,P621,0.5
U298,P627,8.0
U298,P648,0.5
U298,P68,5.0
U298,P72,5.0
U299,P163,3.0
U299,P173,5.0
U299,P195,3.0
U299,P2,0.5
U299,P241,33.5
U299,P243,0.5
U299,P244,3.0
U299,P259,30.0
U299,P278,1.0
U299,P315,11.0
U299,P322,3.0
U299,P348,0.5
U299,P378,8.0
U299,P387,3.5
U299,P432,6.0
U299,P443,35.0
U299,P511,0.5
U299,P519,5.0
U299,P550,0.5
U299,P61,1.0
U299,P647,0.5
U299,P98,6.0
U3,P1,5.0
U3,P141,0.5
U3,P176,30.0
U3,P185,3.0
U3,P190,30.0
U3,P197,0.5
U3,P210,0.5
U3,P278,30.0
U3,P328,30.0
U3,P353,9.0
U3,P372,33.0
U3,P422,60.0
U3,P49,0.5
U3,P550,3.0
U3,P575,5.0
U3,P648,3.5
U3,P69,3.0
U3,P98,0.5
U30,P107,5.0
U30,P124,0.5
U30,P127,30.0
U30,P136,0.5
U30,P161,30.0
U30,P173,5.0
U30,P174,3.5
U30,P198,3.0
U30,P207,0.5
U30,P219,0.5
U30,P232,3.0
U30,P237,0.5
U30,P241,6.0
U30,P303,3.0
U30,P315,5.5
U30,P320,5.0
U30,P41,5.5
U30,P420,3.0
U30,P432,1.0
U30,P441,0.5
U30,P443,0.5
U30,P447,5.0
U30,P484,3.0
U30,P530,3.0
U30,P55,30.0
U30,P550,3.0
U30,P567,5.0
U30,P572,5.0
U30,P575,3.0
U30,P576,6.0
U30,P577,0.5
U30,P587,30.0
U30,P623,3.0
U30,P632,30.0
U30,P645,60.0
U30,P98,0.5
U301,P10,8.0
U301,P116,0.5
U301,P141,30.0
U301,P17,3.0
U301,P185,33.0
U301,P190,5.5
U301,P2,3.0
U301,P221,0.5
U301,P241,5.0
U301,P242,30.0
U301,P243,0.5
U301,P244,30.0
