user_id,pr_id,interaction_type
U191,P7,view
U279,P176,cart
U281,P50,wishlist
U729,P481,purchase
U512,P113,cart
U810,P309,cart
U876,P487,purchase
U580,P116,wishlist
U186,P6,view
U852,P335,wishlist
U29,P222,cart
U16,P68,view
U810,P168,wishlist
U700,P239,purchase
U857,P358,wishlist
U609,P423,wishlist
U610,P200,wishlist
U112,P344,wishlist
U91,P498,wishlist
U802,P25,wishlist
U130,P183,purchase
U492,P53,cart
U803,P308,view
U666,P516,cart
U236,P508,view
U440,P75,wishlist
U696,P192,view
U18,P117,view
U857,P167,wishlist
U74,P278,cart
U27,P21,purchase
U170,P359,wishlist
U123,P277,wishlist
U239,P424,cart
U696,P336,wishlist
U665,P395,purchase
U50,P488,wishlist
U882,P27,view
U430,P480,wishlist
U571,P474,view
U34,P26,purchase
U279,P63,wishlist
U476,P182,cart
U328,P26,purchase
U824,P149,wishlist
U215,P342,view
U564,P167,wishlist
U653,P319,purchase
U247,P90,view
U803,P476,wishlist
U802,P134,cart
U403,P29,cart
U270,P337,wishlist
U802,P163,wishlist
U186,P211,view
U185,P331,cart
U828,P445,cart
U322,P127,view
U691,P518,view
U434,P65,view
U417,P165,cart
U751,P479,cart
U96,P240,wishlist
U246,P27,wishlist
U877,P65,cart
U418,P240,purchase
U340,P306,wishlist
U757,P387,wishlist
U38,P333,purchase
U474,P293,view
U227,P168,view
U398,P408,wishlist
U262,P445,purchase
U260,P166,view
U747,P309,purchase
U610,P21,cart
U740,P36,purchase
U274,P3,wishlist
U835,P403,purchase
U269,P140,purchase
U869,P219,purchase
U867,P320,wishlist
U584,P139,purchase
U353,P453,wishlist
U186,P13,cart
U359,P191,purchase
U67,P293,purchase
U186,P147,wishlist
U204,P306,cart
U751,P358,cart
U759,P250,view
U45,P65,wishlist
U691,P65,view
U15,P439,cart
U781,P481,view
U178,P237,cart
U459,P336,wishlist
U387,P68,cart
U101,P520,view
U571,P102,view
U192,P460,cart
U835,P109,view
U27,P383,cart
U277,P306,view
U824,P417,wishlist
U790,P166,wishlist
U181,P190,cart
U816,P134,purchase
U583,P357,purchase
U522,P75,cart
U343,P470,view
U204,P358,wishlist
U201,P433,purchase
U571,P68,purchase
U449,P192,cart
U285,P384,view
U31,P435,view
U169,P123,cart
U416,P150,view
U60,P93,wishlist
U239,P439,cart
U301,P460,cart
U285,P460,view
U737,P57,purchase
U582,P191,purchase
U816,P71,purchase
U474,P186,purchase
U31,P391,wishlist
U882,P204,wishlist
U199,P175,wishlist
U604,P1,cart
U477,P509,cart
U195,P290,wishlist
U104,P325,view
U458,P359,cart
U186,P64,view
U179,P454,cart
U246,P463,view
U199,P267,wishlist
U517,P218,purchase
U626,P442,cart
U515,P460,wishlist
U571,P257,purchase
U578,P489,view
U473,P7,cart
U391,P1,wishlist
U82,P68,purchase
U626,P262,cart
U185,P469,purchase
U679,P325,wishlist
U615,P487,wishlist
U156,P513,purchase
U448,P449,purchase
U687,P219,wishlist
U550,P341,wishlist
U19,P380,wishlist
U342,P64,view
U65,P141,wishlist
U365,P410,view
U557,P200,wishlist
U6,P243,purchase
U13,P73,view
U586,P220,cart
U166,P344,purchase
U222,P166,purchase
U665,P468,purchase
U228,P408,wishlist
U36,P1,view
U228,P25,view
U676,P147,view
U40,P309,wishlist
U394,P48,view
U626,P7,wishlist
U626,P430,view
U101,P422,purchase
U750,P502,view
U334,P338,view
U133,P173,wishlist
U547,P3,view
U104,P224,purchase
U358,P267,view
U434,P126,view
U99,P421,view
U771,P21,view
U302,P233,cart
U6,P68,purchase
U627,P173,wishlist
U415,P411,purchase
U379,P508,cart
U520,P77,wishlist
U326,P308,purchase
U44,P36,view
U882,P366,purchase
U107,P509,wishlist
U426,P240,cart
U474,P488,wishlist
U17,P20,view
U416,P1,cart
U702,P117,view
U27,P503,view
U744,P396,cart
U699,P230,view
U528,P411,wishlist
U439,P439,purchase
U285,P116,cart
U175,P423,view
U218,P257,view
U219,P37,wishlist
U703,P428,view
U40,P39,cart
U607,P168,purchase
U191,P293,purchase
U64,P433,purchase
U325,P48,wishlist
U746,P85,cart
U714,P411,view
U116,P170,purchase
U419,P294,wishlist
U890,P325,wishlist
U713,P78,cart
U862,P400,view
U494,P70,purchase
U421,P480,wishlist
U803,P21,view
U702,P185,wishlist
U348,P319,wishlist
U494,P118,wishlist
U702,P321,cart
U62,P501,purchase
U642,P408,wishlist
U285,P287,wishlist
U163,P392,cart
U292,P407,wishlist
U10,P435,purchase
U74,P40,wishlist
U175,P418,view
U149,P40,purchase
U137,P85,cart
U270,P450,wishlist
U340,P398,purchase
U200,P342,cart
U398,P194,view
U650,P318,view
U346,P21,cart
U199,P317,wishlist
U751,P476,wishlist
U642,P422,view
U877,P68,cart
U802,P205,view
U127,P520,wishlist
U753,P517,view
U886,P358,wishlist
U476,P102,view
U729,P62,purchase
U134,P73,view
U330,P180,cart
U99,P263,cart
U568,P220,purchase
U236,P292,view
U819,P2,wishlist
U94,P508,wishlist
U697,P292,view
U188,P52,wishlist
U394,P442,wishlist
U278,P24,view
U419,P27,purchase
U610,P361,purchase
U366,P491,view
U16,P288,purchase
U329,P20,view
U557,P166,wishlist
U200,P380,view
U204,P68,wishlist
U222,P412,cart
U227,P317,view
U264,P377,wishlist
U125,P166,cart
U642,P384,wishlist
U448,P200,cart
U322,P220,purchase
U95,P445,purchase
U440,P21,wishlist
U335,P179,purchase
U210,P421,wishlist
U311,P402,cart
U186,P7,wishlist
U341,P70,wishlist
U174,P436,view
U487,P418,purchase
U571,P261,wishlist
U379,P204,wishlist
U179,P508,view
U646,P392,purchase
U413,P359,wishlist
U713,P240,wishlist
U512,P402,cart
U139,P219,wishlist
U487,P87,view
U99,P439,wishlist
U152,P405,view
U210,P8,cart
U653,P310,view
U385,P293,purchase
U529,P87,wishlist
U87,P58,wishlist
U837,P321,purchase
U24,P246,wishlist
U364,P18,view
U264,P413,cart
U134,P406,wishlist
U334,P217,purchase
U131,P100,purchase
U583,P4,cart
U594,P64,wishlist
U321,P186,wishlist
U600,P64,wishlist
U889,P377,view
U855,P218,view
U841,P265,wishlist
U485,P118,wishlist
U689,P342,cart
U807,P409,cart
U473,P507,view
U201,P218,view
U426,P468,purchase
U274,P483,wishlist
U726,P168,view
U646,P374,wishlist
U440,P93,purchase
U135,P360,cart
U149,P162,wishlist
U99,P138,view
U199,P267,view
U426,P21,purchase
U869,P381,cart
U564,P496,purchase
U492,P454,view
U91,P233,wishlist
U264,P288,wishlist
U336,P139,cart
U835,P502,wishlist
U221,P21,cart
U328,P422,purchase
U114,P463,wishlist
U272,P476,wishlist
U720,P117,wishlist
U149,P136,cart
U440,P427,cart
U591,P191,cart
U133,P57,view
U152,P46,view
U68,P414,cart
U185,P383,view
U175,P489,wishlist
U239,P231,purchase
U779,P234,cart
U417,P175,purchase
U468,P48,wishlist
U637,P298,purchase
U572,P396,purchase
U6,P321,view
U443,P72,cart
U642,P402,purchase
U501,P445,wishlist
U389,P45,purchase
U27,P421,cart
U357,P510,cart
U697,P170,purchase
U857,P87,wishlist
U825,P64,wishlist
U92,P423,view
U598,P21,cart
U611,P183,view
U460,P26,cart
U679,P330,cart
U863,P449,view
U27,P454,wishlist
U808,P231,cart
U87,P436,cart
U461,P277,view
U128,P8,view
U529,P15,cart
U443,P318,cart
U188,P385,cart
U889,P501,view
U771,P13,view
U311,P435,view
U653,P70,cart
U584,P405,wishlist
U673,P68,cart
U336,P382,cart
U816,P196,view
U497,P116,cart
U699,P510,view
U84,P356,cart
U190,P359,wishlist
U791,P53,wishlist
U340,P92,cart
U348,P94,wishlist
U336,P335,cart
U653,P92,view
U586,P234,cart
U740,P310,purchase
U327,P151,view
U588,P504,view
U802,P97,wishlist
U744,P48,purchase
U335,P398,purchase
U828,P68,wishlist
U379,P249,wishlist
U610,P362,cart
U534,P68,cart
U251,P159,view
U852,P134,cart
U444,P195,wishlist
U866,P230,wishlist
U444,P421,view
U866,P19,wishlist
U841,P249,purchase
U297,P426,view
U16,P363,purchase
U702,P162,purchase
U256,P68,cart
U67,P444,purchase
U74,P411,purchase
U669,P510,cart
U374,P341,purchase
U839,P112,view
U92,P293,view
U325,P481,purchase
U248,P410,purchase
U437,P276,wishlist
U521,P236,wishlist
U686,P41,purchase
U227,P154,wishlist
U576,P68,wishlist
U239,P401,wishlist
U544,P234,wishlist
U322,P13,view
U748,P153,cart
U92,P52,view
U747,P315,view
U800,P341,view
U835,P230,purchase
U92,P439,view
U588,P151,wishlist
U789,P116,wishlist
U169,P126,view
U351,P311,wishlist
U181,P217,purchase
U768,P182,wishlist
U426,P477,wishlist
U188,P124,wishlist
U221,P4,wishlist
U284,P190,cart
U492,P290,view
U740,P250,view
U592,P374,purchase
U71,P179,view
U403,P53,purchase
U699,P167,view
U697,P116,view
U613,P2,view
U114,P85,cart
U149,P434,wishlist
U316,P22,wishlist
U781,P241,view
U249,P196,wishlist
U370,P418,cart
U204,P384,purchase
U449,P400,wishlist
U325,P113,wishlist
U594,P99,wishlist
U638,P168,cart
U137,P140,wishlist
U882,P41,wishlist
U184,P290,cart
U150,P23,view
U27,P499,view
U538,P94,purchase
U670,P398,wishlist
U27,P23,wishlist
U127,P241,wishlist
U159,P486,view
U487,P29,view
U130,P65,wishlist
U747,P113,view
U772,P147,view
U410,P97,purchase
U498,P244,view
U653,P478,wishlist
U545,P21,cart
U485,P430,wishlist
U135,P469,wishlist
U805,P207,cart
U498,P502,wishlist
U45,P90,view
U418,P152,cart
U716,P247,cart
U627,P461,cart
U853,P126,cart
U796,P205,wishlist
U448,P421,view
U642,P166,wishlist
U221,P427,view
U123,P460,view
U314,P231,cart
U676,P68,purchase
U69,P318,view
U87,P504,wishlist
U186,P325,view
U360,P289,view
U522,P403,cart
U613,P341,wishlist
U802,P384,wishlist
U637,P105,view
U84,P19,cart
U837,P499,wishlist
U869,P412,wishlist
U293,P185,cart
U42,P439,cart
U91,P400,view
U751,P446,wishlist
U746,P439,wishlist
U439,P410,purchase
U24,P412,wishlist
U781,P293,purchase
U615,P335,view
U687,P496,wishlist
U240,P401,cart
U834,P411,view
U390,P163,cart
U117,P321,view
U312,P151,wishlist
U476,P324,view
U43,P48,view
U31,P398,view
U474,P21,wishlist
U71,P100,view
U783,P408,view
U669,P139,cart
U744,P166,wishlist
U341,P427,purchase
U541,P127,view
U528,P194,purchase
U440,P267,view
U726,P495,purchase
U281,P64,cart
U841,P69,cart
U251,P358,wishlist
U191,P7,view
U740,P498,cart
U781,P191,wishlist
U799,P499,view
U566,P502,purchase
U206,P509,view
U806,P247,cart
U435,P3,wishlist
U284,P182,wishlist
U436,P445,view
U615,P401,wishlist
U239,P445,view
U349,P287,purchase
U284,P98,purchase
U400,P486,view
U186,P57,wishlist
U12,P26,cart
U782,P423,view
U865,P387,cart
U655,P52,view
U296,P21,view
U210,P455,view
U448,P41,cart
U545,P276,purchase
U403,P185,view
U144,P278,view
U342,P299,wishlist
U45,P341,view
U219,P139,wishlist
U740,P29,purchase
U599,P325,view
U385,P52,view
U236,P132,wishlist
U891,P78,wishlist
U884,P453,view
U75,P366,purchase
U318,P401,cart
U210,P220,purchase
U461,P342,view
U31,P433,view
U413,P138,purchase
U106,P1,view
U790,P200,wishlist
U485,P87,wishlist
U661,P433,purchase
U12,P412,purchase
U218,P217,wishlist
U215,P430,cart
U679,P211,wishlist
U528,P139,view
U545,P196,purchase
U127,P290,view
U144,P250,cart
U615,P218,view
U364,P71,view
U40,P294,wishlist
U723,P489,view
U365,P317,purchase
U501,P358,wishlist
U276,P363,cart
U531,P517,view
U54,P69,view
U223,P306,view
U544,P7,purchase
U465,P324,view
U152,P84,purchase
U194,P251,wishlist
U605,P359,view
U682,P4,purchase
U827,P147,purchase
U460,P389,wishlist
U117,P153,purchase
U312,P310,wishlist
U276,P57,cart
U560,P445,purchase
U186,P53,wishlist
U115,P182,cart
U413,P416,purchase
U820,P520,cart
U820,P222,view
U137,P77,cart
U316,P4,cart
U448,P53,purchase
U74,P428,purchase
U211,P449,view
U766,P243,purchase
U42,P26,wishlist
U582,P499,cart
U76,P435,wishlist
U71,P224,wishlist
U460,P428,cart
U557,P150,view
U77,P2,cart
U260,P474,wishlist
U366,P118,view
U249,P406,wishlist
U635,P207,wishlist
U362,P325,view
U746,P330,purchase
U67,P285,view
U321,P358,purchase
U394,P412,cart
U94,P113,cart
U610,P29,cart
U319,P507,view
U278,P211,purchase
U106,P518,view
U251,P311,view
U273,P151,wishlist
U158,P69,wishlist
U314,P99,cart
U886,P263,view
U107,P449,view
U800,P224,view
U136,P86,view
U397,P507,wishlist
U343,P359,wishlist
U264,P185,view
U784,P395,purchase
U545,P487,wishlist
U690,P73,cart
U788,P41,view
U321,P422,cart
U453,P416,cart
U707,P513,view
U312,P57,wishlist
U539,P487,view
U674,P495,view
U830,P449,cart
U613,P130,cart
U653,P455,view
U720,P230,cart
U791,P194,wishlist
U750,P452,cart
U50,P461,wishlist
U850,P381,view
U884,P506,purchase
U335,P186,wishlist
U298,P413,view
U834,P35,cart
U330,P191,cart
U187,P26,view
U379,P68,view
U541,P488,wishlist
U890,P178,wishlist
U101,P241,cart
U461,P509,view
U471,P401,wishlist
U280,P34,view
U440,P421,cart
U790,P508,cart
U805,P44,view
U401,P103,wishlist
U610,P230,wishlist
U886,P154,wishlist
U676,P406,view
U318,P48,purchase
U26,P166,view
U584,P40,view
U170,P396,view
U652,P62,cart
U651,P7,purchase
U71,P306,view
U885,P315,view
U751,P361,purchase
U341,P176,wishlist
U619,P475,wishlist
U105,P380,cart
U400,P29,purchase
U571,P499,purchase
U581,P58,view
U690,P408,view
U194,P319,wishlist
U874,P308,view
U580,P211,view
U126,P65,cart
U889,P295,view
U563,P454,wishlist
U169,P505,purchase
U674,P69,view
U38,P139,view
U771,P356,view
U71,P204,view
U76,P493,cart
U863,P450,view
U887,P136,cart
U52,P447,purchase
U453,P409,wishlist
U468,P158,wishlist
U406,P342,purchase
U27,P68,wishlist
U40,P412,cart
U492,P3,wishlist
U168,P78,view
U299,P113,purchase
U750,P298,wishlist
U477,P146,wishlist
U297,P247,wishlist
U43,P428,view
U613,P318,cart
U592,P187,wishlist
U126,P491,purchase
U790,P7,cart
U314,P185,view
U539,P278,wishlist
U814,P479,view
U68,P276,purchase
U890,P460,view
U515,P326,wishlist
U729,P446,view
U610,P92,purchase
U285,P183,view
U151,P49,cart
U101,P447,view
U600,P163,wishlist
U606,P87,purchase
U396,P321,purchase
U734,P19,view
U299,P95,view
U541,P315,purchase
U74,P486,wishlist
U697,P95,wishlist
U653,P427,cart
U468,P358,cart
U84,P288,cart
U531,P107,purchase
U186,P21,wishlist
U236,P81,cart
U389,P479,cart
U165,P166,wishlist
U137,P493,wishlist
U807,P51,view
U703,P118,view
U95,P68,view
U106,P57,wishlist
U746,P309,cart
U387,P13,wishlist
U190,P100,cart
U657,P408,cart
U761,P491,cart
U714,P185,wishlist
U335,P290,wishlist
U695,P95,wishlist
U528,P48,view
U434,P257,cart
U692,P409,wishlist
U365,P325,cart
U59,P506,cart
U557,P380,wishlist
U11,P295,wishlist
U691,P502,cart
U91,P158,purchase
U716,P185,view
U689,P7,wishlist
U258,P288,wishlist
U429,P53,wishlist
U528,P377,view
U243,P162,wishlist
U44,P292,view
U225,P487,view
U51,P449,wishlist
U191,P434,purchase
U885,P358,view
U858,P178,purchase
U179,P78,view
U332,P14,purchase
U827,P103,wishlist
U884,P151,view
U890,P426,view
U149,P204,wishlist
U341,P493,cart
U179,P427,wishlist
U83,P170,wishlist
U568,P159,view
U697,P439,view
U298,P439,view
U310,P460,view
U190,P377,wishlist
U626,P123,cart
U107,P29,view
U626,P163,wishlist
U222,P327,wishlist
U874,P6,purchase
U565,P167,wishlist
U629,P487,view
U437,P3,view
U332,P146,view
U327,P117,view
U810,P336,cart
U713,P478,wishlist
U195,P57,wishlist
U191,P318,view
U87,P484,cart
U606,P387,wishlist
U423,P34,view
U104,P384,view
U681,P385,wishlist
U863,P196,view
U208,P156,view
U336,P195,cart
U104,P418,view
U610,P21,view
U133,P4,wishlist
U40,P206,purchase
U839,P371,view
U766,P118,view
U662,P504,view
U601,P344,purchase
U389,P154,purchase
U436,P235,view
U171,P115,cart
U136,P14,cart
U116,P222,wishlist
U30,P103,purchase
U548,P435,purchase
U240,P422,cart
U62,P185,wishlist
U260,P35,wishlist
U357,P4,wishlist
U462,P423,view
U476,P358,cart
U689,P80,purchase
U283,P401,view
U310,P321,wishlist
U281,P395,cart
U37,P426,view
U239,P439,purchase
U653,P401,view
U608,P256,view
U379,P230,cart
U185,P298,purchase
U191,P489,cart
U153,P341,wishlist
U105,P412,wishlist
U157,P133,view
U837,P221,wishlist
U606,P285,view
U243,P232,wishlist
U687,P408,view
U698,P115,cart
U63,P427,purchase
U599,P340,wishlist
U642,P318,cart
U467,P278,purchase
U769,P78,wishlist
U46,P139,wishlist
U691,P254,view
U800,P460,cart
U495,P163,wishlist
U820,P58,wishlist
U487,P433,wishlist
U888,P159,purchase
U568,P27,wishlist
U453,P422,view
U400,P299,cart
U634,P338,wishlist
U613,P28,view
U469,P168,purchase
U878,P285,cart
U607,P412,purchase
U180,P134,view
U92,P358,view
U792,P51,wishlist
U119,P197,view
U29,P505,wishlist
U565,P179,view
U264,P218,view
U655,P287,view
U320,P262,wishlist
U688,P460,cart
U835,P173,view
U877,P176,view
U699,P468,cart
U400,P321,view
U818,P322,cart
U126,P383,wishlist
U725,P94,cart
U6,P196,view
U712,P158,purchase
U280,P7,view
U776,P410,purchase
U474,P496,purchase
U443,P422,wishlist
U761,P436,cart
U379,P34,cart
U401,P166,purchase
U412,P355,cart
U808,P71,wishlist
U679,P221,cart
U795,P70,purchase
U327,P138,cart
U796,P27,purchase
U800,P316,view
U319,P276,wishlist
U837,P507,purchase
U571,P295,view
U619,P513,view
U605,P435,purchase
U819,P278,view
U152,P9,view
U873,P195,wishlist
U211,P262,view
U274,P392,wishlist
U689,P34,cart
U449,P422,view
U510,P372,wishlist
U606,P41,wishlist
U439,P362,cart
U565,P163,wishlist
U457,P191,cart
U784,P157,view
U185,P247,wishlist
U737,P97,view
U374,P166,wishlist
U264,P449,view
U541,P410,view
U539,P168,wishlist
U173,P116,wishlist
U544,P427,view
U643,P126,purchase
U328,P446,cart
U784,P285,purchase
U221,P124,view
U31,P311,purchase
U104,P485,purchase
U178,P387,cart
U255,P21,view
U76,P134,purchase
U108,P404,cart
U550,P320,purchase
U67,P317,cart
U280,P359,purchase
U280,P13,purchase
U781,P235,wishlist
U87,P168,view
U485,P235,wishlist
U227,P156,wishlist
U347,P409,wishlist
U104,P501,view
U876,P351,view
U298,P111,view
U12,P463,wishlist
U448,P134,purchase
U673,P90,view
U332,P335,cart
U510,P180,view
U140,P240,wishlist
U608,P226,wishlist
U113,P449,view
U314,P184,cart
U325,P442,purchase
U583,P502,wishlist
U437,P357,wishlist
U105,P363,view
U674,P412,view
U419,P208,purchase
U810,P13,view
U725,P292,view
U496,P493,wishlist
U443,P241,wishlist
U582,P395,wishlist
U133,P487,view
U606,P407,cart
U245,P65,view
U107,P359,wishlist
U76,P441,wishlist
U36,P442,view
U723,P430,cart
U389,P41,purchase
U646,P423,purchase
U547,P126,view
U116,P442,wishlist
U107,P288,view
U665,P2,purchase
U753,P139,cart
U528,P236,view
U453,P333,view
U359,P237,purchase
U400,P309,wishlist
U412,P224,view
U219,P105,wishlist
U460,P416,view
U528,P293,cart
U10,P387,view
U483,P235,view
U346,P406,wishlist
U825,P44,view
U890,P386,purchase
U15,P7,view
U550,P97,view
U755,P418,wishlist
U360,P493,wishlist
U610,P20,wishlist
U498,P127,wishlist
U580,P487,view
U31,P163,wishlist
U403,P113,wishlist
U651,P49,cart
U77,P136,view
U443,P504,view
U310,P317,cart
U324,P246,cart
U318,P508,view
U22,P154,wishlist
U705,P254,purchase
U592,P503,wishlist
U174,P265,purchase
U407,P197,view
U204,P408,purchase
U186,P107,cart
U107,P167,wishlist
U610,P150,wishlist
U740,P195,wishlist
U501,P24,wishlist
U685,P7,purchase
U285,P488,view
U151,P495,purchase
U321,P92,wishlist
U111,P50,purchase
U853,P15,view
U436,P48,wishlist
U550,P154,cart
U528,P1,view
U137,P2,view
U11,P115,view
U691,P377,wishlist
U192,P487,view
U882,P166,cart
U94,P14,wishlist
U379,P139,view
U152,P190,wishlist
U460,P371,wishlist
U236,P344,wishlist
U766,P46,wishlist
U335,P247,cart
U836,P109,cart
U636,P502,view
U528,P167,view
U779,P321,wishlist
U786,P1,wishlist
U362,P516,wishlist
U744,P344,wishlist
U31,P116,purchase
U895,P166,purchase
U571,P25,purchase
U364,P340,cart
U687,P97,wishlist
U570,P505,wishlist
U457,P507,cart
U71,P445,view
U691,P36,cart
U357,P341,wishlist
U597,P40,purchase
U619,P325,purchase
U635,P149,purchase
U392,P232,cart
U697,P24,view
U268,P243,cart
U133,P246,view
U325,P21,wishlist
U462,P196,purchase
U200,P449,wishlist
U299,P154,purchase
U650,P468,cart
U781,P488,view
U571,P267,purchase
U737,P409,wishlist
U249,P279,purchase
U108,P118,view
U539,P168,purchase
U449,P29,purchase
U862,P100,purchase
U810,P35,purchase
U704,P87,cart
U855,P330,cart
U192,P477,view
U284,P200,wishlist
U689,P7,wishlist
U249,P182,wishlist
U572,P192,view
U362,P46,wishlist
U876,P26,view
U517,P261,wishlist
U771,P50,purchase
U365,P363,wishlist
U850,P34,cart
U191,P408,purchase
U725,P57,purchase
U68,P418,wishlist
U27,P196,purchase
U279,P486,wishlist
U595,P9,view
U335,P166,wishlist
U99,P316,cart
U76,P26,wishlist
U492,P105,wishlist
U255,P35,view
U421,P446,purchase
U517,P401,purchase
U781,P385,purchase
U597,P86,view
U23,P454,cart
U15,P186,purchase
U311,P427,view
U46,P240,view
U884,P317,wishlist
U27,P182,cart
U548,P178,view
U385,P21,purchase
U619,P230,purchase
U517,P44,purchase
U332,P118,wishlist
U723,P154,wishlist
U90,P326,view
U152,P357,wishlist
U166,P68,purchase
U71,P398,cart
U249,P146,wishlist
U691,P328,view
U365,P244,cart
U227,P453,view
U650,P341,cart
U528,P423,purchase
U409,P105,view
U704,P293,purchase
U296,P485,cart
U868,P84,view
U835,P190,view
U751,P115,wishlist
U528,P21,wishlist
U327,P520,wishlist
U606,P200,view
U638,P46,wishlist
U655,P446,view
U181,P321,cart
U583,P223,purchase
U876,P436,view
U342,P391,cart
U181,P224,wishlist
U526,P447,purchase
U840,P427,purchase
U467,P247,view
U609,P460,purchase
U538,P168,wishlist
U496,P114,wishlist
U319,P195,wishlist
U335,P57,wishlist
U180,P25,view
U759,P9,view
U40,P279,wishlist
U343,P246,purchase
U541,P353,cart
U170,P224,cart
U676,P435,wishlist
U139,P39,purchase
U150,P374,view
U362,P461,purchase
U652,P377,wishlist
U314,P53,cart
U380,P243,cart
U310,P499,cart
U468,P520,purchase
U158,P516,wishlist
U726,P418,view
U790,P417,purchase
U348,P233,wishlist
U273,P246,view
U703,P95,cart
U549,P116,purchase
U474,P66,wishlist
U117,P408,view
U334,P21,purchase
U746,P381,cart
U131,P204,view
U703,P247,purchase
U11,P487,cart
U761,P36,wishlist
U636,P518,view
U853,P111,cart
U840,P48,wishlist
U281,P436,wishlist
U180,P505,view
U839,P411,wishlist
U784,P408,view
U604,P510,wishlist
U584,P1,cart
U65,P223,purchase
U157,P116,view
U825,P180,purchase
U615,P430,purchase
U135,P294,view
U835,P424,wishlist
U13,P479,view
U46,P256,wishlist
U841,P1,cart
U529,P441,wishlist
U814,P317,view
U720,P294,view
U607,P27,wishlist
U412,P152,wishlist
U614,P358,cart
U149,P246,view
U495,P235,wishlist
U565,P50,view
U289,P470,view
U149,P45,purchase
U873,P376,view
U12,P460,wishlist
U676,P435,view
U308,P346,wishlist
U671,P292,cart
U650,P496,view
U71,P497,view
U67,P38,view
U101,P190,purchase
U571,P361,wishlist
U819,P455,view
U821,P165,wishlist
U27,P212,purchase
U611,P133,wishlist
U329,P520,cart
U667,P495,purchase
U126,P324,view
U725,P487,wishlist
U434,P517,wishlist
U111,P486,cart
U152,P177,purchase
U322,P133,purchase
U71,P419,view
U474,P483,cart
U223,P398,cart
U15,P398,view
U357,P355,wishlist
U471,P487,purchase
U54,P218,view
U67,P146,wishlist
U249,P220,cart
U802,P158,cart
U268,P289,purchase
U874,P344,view
U157,P6,view
U27,P146,wishlist
U210,P35,purchase
U159,P235,cart
U521,P143,view
U82,P412,purchase
U834,P231,wishlist
U829,P292,purchase
U237,P497,wishlist
U337,P455,view
U107,P335,view
U676,P19,view
U251,P223,purchase
U90,P316,purchase
U234,P449,cart
U473,P520,cart
U279,P363,wishlist
U395,P182,wishlist
U613,P157,purchase
U799,P21,view
U784,P487,purchase
U736,P175,wishlist
U374,P340,view
U572,P412,wishlist
U874,P195,wishlist
U615,P126,view
U417,P29,wishlist
U74,P410,cart
U700,P53,view
U884,P68,purchase
U64,P444,wishlist
U65,P366,purchase
U209,P37,purchase
U28,P279,purchase
U264,P220,view
U852,P51,purchase
U598,P294,purchase
U394,P381,view
U306,P402,view
U702,P32,wishlist
U379,P357,wishlist
U475,P398,cart
U18,P405,wishlist
U796,P163,wishlist
U523,P138,view
U330,P290,cart
U278,P488,wishlist
U775,P179,wishlist
U152,P410,wishlist
U310,P68,wishlist
U687,P454,wishlist
U321,P236,wishlist
U746,P57,wishlist
U664,P262,view
U542,P185,view
U740,P231,view
U891,P408,cart
U391,P308,cart
U776,P182,wishlist
U336,P126,wishlist
U249,P249,view
U496,P64,purchase
U528,P284,purchase
U358,P58,wishlist
U17,P93,cart
U116,P505,view
U836,P21,wishlist
U276,P153,cart
U674,P489,cart
U205,P479,purchase
U720,P175,cart
U635,P50,wishlist
U729,P505,wishlist
U116,P460,purchase
U638,P65,purchase
U876,P441,purchase
U669,P129,view
U444,P22,view
U611,P341,purchase
U819,P48,cart
U528,P520,purchase
U792,P452,purchase
U67,P78,view
U365,P356,wishlist
U542,P176,view
U386,P439,wishlist
U835,P95,view
U714,P448,wishlist
U586,P423,purchase
U749,P363,wishlist
U476,P477,cart
U806,P231,wishlist
U637,P65,cart
U605,P410,wishlist
U551,P384,purchase
U362,P100,cart
U728,P290,wishlist
U828,P1,view
U468,P452,view
U705,P293,wishlist
U341,P398,cart
U302,P410,cart
U149,P358,view
U516,P159,wishlist
U763,P3,cart
U568,P116,wishlist
U229,P383,view
U191,P446,wishlist
U700,P133,cart
U749,P460,purchase
U501,P436,cart
U588,P99,wishlist
U401,P134,cart
U329,P187,purchase
U653,P1,view
U772,P360,view
U111,P321,view
U16,P8,wishlist
U771,P448,view
U487,P398,cart
U202,P447,wishlist
U168,P211,purchase
U558,P460,view
U283,P318,purchase
U769,P422,cart
U256,P402,view
U750,P200,wishlist
U749,P398,cart
U605,P276,cart
U221,P52,wishlist
U269,P382,wishlist
U467,P485,view
U222,P185,cart
U776,P337,view
U576,P391,view
U563,P118,wishlist
U462,P381,view
U152,P410,cart
U289,P140,wishlist
U17,P57,wishlist
U106,P442,purchase
U627,P191,view
U843,P23,purchase
U170,P140,view
U869,P330,wishlist
U771,P487,cart
U769,P495,purchase
U34,P480,purchase
U383,P361,wishlist
U127,P449,view
U613,P374,wishlist
U549,P195,view
U800,P489,cart
U310,P222,view
U611,P423,cart
U461,P1,wishlist
U784,P460,wishlist
U775,P184,purchase
U191,P409,view
U757,P409,purchase
U27,P137,wishlist
U9,P520,cart
U783,P125,wishlist
U853,P195,wishlist
U855,P335,view
U497,P461,purchase
U417,P141,cart
U812,P20,view
U335,P8,wishlist
U357,P284,wishlist
U225,P321,view
U222,P134,view
U495,P363,cart
U863,P427,view
U577,P68,cart
U109,P442,wishlist
U135,P385,wishlist
U379,P6,cart
U140,P138,view
U398,P448,view
U751,P26,wishlist
